New Delhi



Residential


Multistorey Apartment

Aashirwaad Chowk
7091,6903,Apr-Jun'11
7778,7477,Jul-Sep'11
8897,8500,Oct-Dec'11
10432,7486,Jan-Mar'12
10717,7724,Apr-Jun'12
10403,7706,Jul-Sep'12
11481,7976,Oct-Dec'12
11961,7969,Jan-Mar'13
11317,7745,Apr-Jun'13
11194,7741,Jul-Sep'13
10800,7717,Oct-Dec'13
10535,7433,Jan-Mar'14
10619,7365,Apr-Jun'14
10556,7423,Jul-Sep'14
10060,7223,Oct-Dec'14
9910,7134,Jan-Mar'15
9951,7149,Apr-Jun'15
9868,7159,Jul-Sep'15
9777,7034,Oct-Dec'15
9897,6993,Jan-Mar'16
9875,6925,Apr-Jun'16
9738,6958,Jul-Sep'16
9636,6894,Oct-Dec'16
9179,6688,Jan-Mar'17

Dwarka Sector 9
4781,4280,Jan-Mar'08
5872,5084,Jan-Mar'09
29089,0,Jul-Sep'09
28774,0,Oct-Dec'09
5925,5603,Apr-Jun'10
5932,5751,Jul-Sep'10
6428,6088,Oct-Dec'10
7339,6882,Jan-Mar'11
7586,7257,Apr-Jun'11
7938,7492,Jul-Sep'11
8455,7903,Oct-Dec'11
10139,7043,Jan-Mar'12
10564,7291,Apr-Jun'12
10510,7693,Jul-Sep'12
10998,7628,Oct-Dec'12
10947,7791,Jan-Mar'13
11166,8087,Apr-Jun'13
10758,7711,Jul-Sep'13
10846,7606,Oct-Dec'13
10738,7368,Jan-Mar'14
10681,7540,Apr-Jun'14
10199,7167,Jul-Sep'14
10428,7274,Oct-Dec'14
10348,7289,Jan-Mar'15
10066,7337,Apr-Jun'15
9815,7186,Jul-Sep'15
9806,7320,Oct-Dec'15
9873,7167,Jan-Mar'16
9864,7091,Apr-Jun'16
9617,6893,Jul-Sep'16
9556,6783,Oct-Dec'16
9258,6545,Jan-Mar'17

Greater Kailash
13025,11787,Jan-Mar'09
12054,11299,Jul-Sep'09
11957,11109,Oct-Dec'09
12917,12501,Jan-Mar'10
13728,13165,Apr-Jun'10
12867,12346,Jul-Sep'10
17830,16837,Jan-Mar'11
18703,17428,Apr-Jun'11
20767,19298,Jul-Sep'11
22784,20938,Oct-Dec'11
25894,15479,Apr-Jun'12
22173,14774,Jul-Sep'12
23914,15121,Oct-Dec'12
26390,16495,Jan-Mar'13
23347,15407,Apr-Jun'13
23782,16305,Jul-Sep'13
23576,13412,Oct-Dec'13
23214,13785,Jan-Mar'14
24521,14575,Apr-Jun'14
23918,14347,Jul-Sep'14
22520,13115,Oct-Dec'14
21441,12444,Jan-Mar'15
21552,12726,Apr-Jun'15
22497,12909,Jul-Sep'15
22331,13093,Oct-Dec'15
19347,11450,Jan-Mar'16
21364,12319,Apr-Jun'16
21288,13564,Oct-Dec'16
21352,11940,Jan-Mar'17

Indraprastha Extension
7930,6895,Jan-Mar'09
7080,6621,Jul-Sep'09
7151,6727,Oct-Dec'09
6921,6617,Jan-Mar'10
7513,7169,Apr-Jun'10
7924,7499,Jul-Sep'10
8146,7383,Oct-Dec'10
8168,7832,Jan-Mar'11
8364,7973,Apr-Jun'11
9173,7982,Jul-Sep'11
9072,8677,Oct-Dec'11
11368,7707,Jan-Mar'12
12024,8240,Apr-Jun'12
12838,8824,Jul-Sep'12
12827,8217,Oct-Dec'12
13750,8838,Jan-Mar'13
14059,9367,Apr-Jun'13
13728,9232,Jul-Sep'13
14911,9664,Oct-Dec'13
14507,9784,Jan-Mar'14
14439,9749,Apr-Jun'14
14467,9443,Jul-Sep'14
14114,9246,Oct-Dec'14
14127,9633,Jan-Mar'15
14398,9718,Apr-Jun'15
14273,9515,Jul-Sep'15
14054,8854,Oct-Dec'15
14092,8793,Jan-Mar'16
13800,8921,Apr-Jun'16
13502,8745,Jul-Sep'16
13034,8727,Oct-Dec'16
12791,8086,Jan-Mar'17

